# Species	Genes	Alg.-Conn.	GCF_000007365.1_ASM736v1_protein.faa	GCF_000007725.1_ASM772v1_protein.faa	GCF_000009605.1_ASM960v1_protein.faa	GCF_000021065.1_ASM2106v1_protein.faa	GCF_000021085.1_ASM2108v1_protein.faa	GCF_000090965.1_ASM9096v1_protein.faa	GCF_000174075.1_ASM17407v1_protein.faa	GCF_000183225.1_ASM18322v1_protein.faa	GCF_000183245.1_ASM18324v1_protein.faa	GCF_000183285.1_ASM18328v1_protein.faa	GCF_000183305.1_ASM18330v1_protein.faa	GCF_000217635.1_ASM21763v1_protein.faa	GCF_000225445.1_ASM22544v1_protein.faa	GCF_000225465.1_ASM22546v1_protein.faa	GCF_000521525.1_ASM52152v1_protein.faa	GCF_000521545.1_ASM52154v1_protein.faa	GCF_000521565.1_ASM52156v1_protein.faa	GCF_000521585.1_ASM52158v1_protein.faa	GCF_001280225.1_ASM128022v1_protein.faa	GCF_001648115.1_ASM164811v1_protein.faa	GCF_001700895.1_ASM170089v1_protein.faa	GCF_003096055.1_ASM309605v1_protein.faa	GCF_003099975.1_ASM309997v1_protein.faa	GCF_003671935.1_ASM367193v1_protein.faa	GCF_005080705.1_ASM508070v1_protein.faa	GCF_005080725.1_ASM508072v1_protein.faa	GCF_005080745.1_ASM508074v1_protein.faa	GCF_005080765.1_ASM508076v1_protein.faa	GCF_005080785.1_ASM508078v1_protein.faa	GCF_005080825.1_ASM508082v1_protein.faa	GCF_005080845.1_ASM508084v1_protein.faa	GCF_005080865.1_ASM508086v1_protein.faa	GCF_005080885.1_ASM508088v1_protein.faa	GCF_005080965.1_ASM508096v1_protein.faa	GCF_005081185.1_ASM508118v1_protein.faa	GCF_005081445.1_ASM508144v1_protein.faa	GCF_005081705.1_ASM508170v1_protein.faa	GCF_005081945.1_ASM508194v1_protein.faa	GCF_005082145.1_ASM508214v1_protein.faa	GCF_005082365.1_ASM508236v1_protein.faa	GCF_005082585.1_ASM508258v1_protein.faa	GCF_005082825.1_ASM508282v1_protein.faa	GCF_005083105.1_ASM508310v1_protein.faa	GCF_005083345.1_ASM508334v1_protein.faa	GCF_005083565.1_ASM508356v1_protein.faa	GCF_005083845.1_ASM508384v1_protein.faa	GCF_005237295.1_ASM523729v1_protein.faa	GCF_006741185.1_BucNmo_1.0_protein.faa	GCF_009068925.1_ASM906892v1_protein.faa	GCF_009069125.1_ASM906912v1_protein.faa	GCF_011035165.1_ASM1103516v1_protein.faa	GCF_013394915.1_ASM1339491v1_protein.faa	GCF_013487785.1_ASM1348778v1_protein.faa	GCF_900016785.1_BTsPazieg1.0_protein.faa	GCF_900128595.1_BCipseudotaxifoliae_v1.0_protein.faa	GCF_900128725.1_BCifornacula_v1.0_protein.faa	GCF_900128735.1_BCiconfinis_v1.0_protein.faa	GCF_900560745.1_BuCistrobi3249_v2.0_protein.faa	GCF_900698845.1_BuCisplendens_pseudotsugae_v1.0_protein.faa	GCF_900698865.1_BuCicuneomaculata_v1.0_protein.faa	GCF_900698895.1_BuCicurtihirsuta_v1.0_protein.faa	GCF_900698905.1_BuCikochiana_v1.0_protein.faa	GCF_900698915.1_BuCicurvipes_v1.0_protein.faa	GCF_900698945.1_BuCilaricifoliae_v1.0_protein.faa	GCF_900698975.1_BuCisplendens_Palmer_v1.0_protein.faa	GCF_900699025.1_BuCipseudotaxifoliae_v2.0_protein.faa	GCF_900699035.1_BuCipiceae_v1.0_protein.faa
67	67	0.297	WP_009874442.1	WP_011091543.1	WP_009874442.1	WP_009874442.1	WP_009874442.1	WP_011672684.1	WP_009874442.1	WP_009874442.1	WP_009874442.1	WP_009874442.1	WP_009874442.1	WP_013878025.1	WP_009874442.1	WP_013878025.1	WP_025369112.1	WP_025369112.1	WP_025369112.1	WP_025369112.1	WP_009874442.1	WP_075474322.1	WP_011091543.1	WP_009874442.1	WP_009874442.1	WP_009874442.1	WP_158349571.1	WP_158349571.1	WP_011091543.1	WP_158341984.1	WP_158349571.1	WP_158353696.1	WP_009874442.1	WP_009874442.1	WP_158362916.1	WP_009874442.1	WP_009874442.1	WP_025369112.1	WP_025369112.1	WP_025369112.1	WP_009874442.1	WP_025369112.1	WP_009874442.1	WP_009874442.1	WP_158366969.1	WP_009874442.1	WP_025369112.1	WP_011091543.1	WP_009874442.1	WP_158345111.1	WP_009874442.1	WP_009874442.1	WP_013878025.1	WP_009874442.1	WP_009874442.1	WP_009874442.1	WP_025369112.1	WP_025369112.1	WP_013878025.1	WP_158349180.1	WP_025369112.1	WP_025369112.1	WP_025369112.1	WP_025369112.1	WP_025369112.1	WP_025369112.1	WP_025369112.1	WP_025369112.1	WP_025369112.1
46	46	0.00524	WP_011053551.1	WP_011091158.1	WP_009873975.1	WP_009873975.1	WP_009873975.1	*	WP_009873975.1	WP_009873975.1	WP_009873975.1	WP_009873975.1	WP_009873975.1	*	WP_009873975.1	WP_014499753.1	WP_025368677.1	WP_025368677.1	WP_025368677.1	WP_025368677.1	WP_053940008.1	WP_075473731.1	WP_075433088.1	WP_158341516.1	WP_011053551.1	WP_009873975.1	*	*	WP_158336237.1	*	WP_158351493.1	*	WP_009873975.1	WP_158343066.1	WP_158362120.1	WP_025368677.1	WP_025368677.1	WP_158356321.1	WP_009873975.1	WP_025368677.1	WP_158360339.1	WP_158337881.1	WP_158337881.1	WP_158337881.1	WP_158366216.1	WP_158339793.1	WP_011053551.1	WP_158339793.1	WP_025368677.1	*	WP_158345867.1	WP_158348166.1	WP_163118831.1	WP_158345867.1	WP_158360339.1	*	*	*	*	*	*	*	*	*	*	*	*	*	*
44	44	0.101	WP_011053556.1	WP_011091164.1	WP_009873979.1	WP_009873979.1	WP_009873979.1	*	WP_009873979.1	WP_009873979.1	WP_009873979.1	WP_009873979.1	WP_009873979.1	*	WP_014499191.1	WP_014499757.1	WP_025368681.1	WP_025368681.1	WP_025368681.1	WP_025368681.1	WP_053940012.1	WP_075473744.1	WP_075433092.1	WP_158341511.1	WP_011053556.1	WP_158336814.1	*	*	WP_158336241.1	*	*	*	WP_158336814.1	*	WP_158362128.1	WP_158340371.1	WP_158355762.1	WP_158356325.1	WP_158357149.1	WP_158358883.1	WP_158360343.1	WP_158363904.1	WP_158337889.1	WP_158365407.1	WP_158366221.1	WP_158368236.1	WP_158339191.1	WP_158339797.1	WP_158340371.1	*	WP_053940012.1	WP_158348174.1	WP_163118835.1	WP_053940012.1	WP_158360343.1	*	*	*	*	*	*	*	*	*	*	*	*	*	*
44	44	0.0111	WP_011053541.1	*	WP_009873965.1	WP_009873965.1	WP_009873965.1	*	WP_009873965.1	WP_009873965.1	WP_009873965.1	WP_009873965.1	WP_009873965.1	*	WP_014499178.1	WP_014499743.1	WP_025368667.1	WP_025368667.1	WP_025368667.1	WP_025368667.1	WP_053940000.1	WP_075473715.1	WP_075433078.1	WP_158341526.1	WP_011053541.1	WP_158360999.1	*	*	WP_158336228.1	*	*	*	WP_158336799.1	WP_158343046.1	WP_158363100.1	WP_158354353.1	WP_158355749.1	WP_158356311.1	WP_158357125.1	WP_025368667.1	WP_158360330.1	WP_158363876.1	WP_158337861.1	WP_158365381.1	WP_158366207.1	WP_158368196.1	WP_158339165.1	WP_158339784.1	WP_158337861.1	*	WP_053940000.1	WP_158348146.1	WP_163118818.1	WP_053940000.1	WP_158360330.1	*	*	*	*	*	*	*	*	*	*	*	*	*	*
43	43	0.0285	WP_011054004.1	WP_011091564.1	WP_009874465.1	WP_009874465.1	WP_009874465.1	*	WP_009874465.1	WP_009874465.1	WP_009874465.1	WP_009874465.1	WP_009874465.1	*	WP_014499645.1	WP_014500186.1	WP_025369134.1	WP_025369134.1	WP_025369134.1	WP_025369134.1	WP_053940433.1	*	WP_075433519.1	WP_158341074.1	WP_011054004.1	WP_158361081.1	*	*	*	*	*	*	WP_158337531.1	WP_158343871.1	WP_158362957.1	WP_158355242.1	WP_158356181.1	WP_158356760.1	WP_158358065.1	WP_158359858.1	WP_158360780.1	WP_158364804.1	WP_158338777.1	WP_158365885.1	WP_158367013.1	WP_158369110.1	WP_158339674.1	WP_158340244.1	WP_158340816.1	*	WP_158346731.1	WP_158347978.1	WP_163119599.1	WP_158346731.1	WP_158360780.1	*	*	*	*	*	*	*	*	*	*	*	*	*	*
42	42	0.57	WP_011053697.1	*	WP_009874126.1	WP_012619461.1	WP_009874126.1	*	WP_009874126.1	WP_012619461.1	WP_012619461.1	WP_012619461.1	WP_012619461.1	*	WP_014499328.1	WP_014499885.1	WP_143269452.1	WP_143269452.1	WP_143269452.1	WP_143269452.1	WP_144417487.1	*	WP_075433222.1	WP_158341372.1	WP_011053697.1	WP_158361540.1	*	*	*	*	*	*	WP_158336974.1	WP_158343335.1	WP_158362389.1	WP_158354643.1	WP_158355894.1	WP_158356455.1	WP_158357428.1	WP_158359184.1	WP_158360479.1	WP_158364186.1	WP_158338159.1	WP_158365574.1	WP_158366391.1	WP_158368527.1	WP_158339366.1	WP_158339934.1	WP_158340505.1	*	WP_158346139.1	WP_158348443.1	WP_163119072.1	WP_158346139.1	WP_158360479.1	*	*	*	*	*	*	*	*	*	*	*	*	*	*
42	42	0.451	WP_011054035.1	*	WP_009874496.1	WP_009874496.1	WP_009874496.1	*	WP_009874496.1	WP_009874496.1	WP_009874496.1	WP_009874496.1	WP_009874496.1	*	WP_014499676.1	WP_014500216.1	WP_025369165.1	WP_025369165.1	WP_025369165.1	WP_025369165.1	WP_053940467.1	*	WP_075433548.1	WP_158341043.1	WP_011054035.1	WP_158361048.1	*	*	*	*	*	*	WP_158337600.1	WP_158343934.1	WP_158363016.1	WP_158355303.1	WP_158356211.1	WP_158356787.1	WP_158358130.1	WP_158359932.1	WP_158360813.1	WP_158364865.1	WP_158338836.1	WP_158365917.1	WP_158367079.1	WP_158369173.1	WP_158339702.1	WP_158340276.1	WP_158340846.1	*	WP_158346808.1	WP_158348036.1	WP_163119656.1	WP_158346808.1	WP_158360813.1	*	*	*	*	*	*	*	*	*	*	*	*	*	*
42	42	0.391	WP_011053560.1	*	WP_009873982.1	WP_009873982.1	WP_009873982.1	*	WP_009873982.1	WP_009873982.1	WP_009873982.1	WP_009873982.1	WP_009873982.1	*	WP_014499194.1	WP_014499760.1	WP_025368685.1	WP_025368685.1	WP_025368685.1	WP_025368685.1	WP_053940015.1	*	WP_075433096.1	WP_158341507.1	WP_011053560.1	WP_158360983.1	*	*	*	*	*	*	WP_158336820.1	WP_158343080.1	WP_158362135.1	WP_158354382.1	WP_158355766.1	WP_158356328.1	WP_158357153.1	WP_158358889.1	WP_158360346.1	WP_158363910.1	WP_158337895.1	WP_158365415.1	WP_158366224.1	WP_158368242.1	WP_158339197.1	WP_158339800.1	WP_158340374.1	*	WP_158345879.1	WP_158348180.1	WP_163118841.1	WP_158345879.1	WP_158360346.1	*	*	*	*	*	*	*	*	*	*	*	*	*	*
42	42	0.383	WP_011053997.1	*	WP_009874458.1	WP_009874458.1	WP_009874458.1	*	WP_009874458.1	WP_009874458.1	WP_009874458.1	WP_009874458.1	WP_009874458.1	*	WP_014499638.1	WP_014500179.1	WP_025369127.1	WP_025369127.1	WP_025369127.1	WP_025369127.1	WP_053940426.1	*	WP_075433512.1	WP_158341080.1	WP_011053997.1	WP_158361088.1	*	*	*	*	*	*	WP_158337517.1	WP_158343857.1	WP_158363130.1	WP_158355231.1	WP_158356174.1	WP_158356753.1	WP_158358051.1	WP_158359847.1	WP_158360773.1	WP_158364790.1	WP_158338763.1	WP_158365878.1	WP_158366998.1	WP_158369099.1	WP_158339667.1	WP_158340237.1	WP_158340810.1	*	WP_158346716.1	WP_158347971.1	WP_163119581.1	WP_158346716.1	WP_158360773.1	*	*	*	*	*	*	*	*	*	*	*	*	*	*
42	42	0.362	WP_011054018.1	*	WP_009874479.1	WP_009874479.1	WP_009874479.1	*	WP_009874479.1	WP_009874479.1	WP_009874479.1	WP_009874479.1	WP_009874479.1	*	WP_014499658.1	WP_014500199.1	WP_025369147.1	WP_025369147.1	WP_025369147.1	WP_025369147.1	WP_053940447.1	*	WP_075433532.1	WP_158341060.1	WP_011054018.1	WP_158361067.1	*	*	*	*	*	*	WP_158337558.1	WP_158343898.1	WP_158362983.1	WP_158355267.1	WP_158356194.1	WP_158356773.1	WP_158358091.1	WP_158359889.1	WP_158360793.1	WP_158364831.1	WP_158338804.1	WP_158365898.1	WP_158367041.1	WP_158369136.1	WP_158339687.1	WP_158340257.1	WP_158340829.1	*	WP_158346757.1	WP_158348000.1	WP_163119627.1	WP_158346757.1	WP_158360793.1	*	*	*	*	*	*	*	*	*	*	*	*	*	*
42	42	0.222	WP_011054078.1	*	WP_009874550.1	WP_009874550.1	WP_009874550.1	*	WP_009874550.1	WP_009874550.1	WP_009874550.1	WP_009874550.1	WP_009874550.1	*	WP_014499725.1	WP_014500261.1	WP_025369213.1	WP_025369213.1	WP_025369213.1	WP_025369213.1	WP_053940509.1	*	WP_075433593.1	WP_158341000.1	WP_011054078.1	WP_158361007.1	*	*	*	*	*	*	WP_158337690.1	WP_158344024.1	WP_158363095.1	WP_158340902.1	WP_158356258.1	WP_158356833.1	WP_158358226.1	WP_158360044.1	WP_158360857.1	WP_158364960.1	WP_158338940.1	WP_158366008.1	WP_158367224.1	WP_158369256.1	WP_158339748.1	WP_158340324.1	WP_158340902.1	*	WP_158345837.1	WP_158348130.1	WP_163119746.1	WP_158345837.1	WP_158360857.1	*	*	*	*	*	*	*	*	*	*	*	*	*	*
42	42	0.178	WP_011053775.1	*	WP_009874212.1	WP_009874212.1	WP_009874212.1	*	WP_009874212.1	WP_009874212.1	WP_009874212.1	WP_009874212.1	WP_009874212.1	*	WP_014499411.1	WP_014499962.1	WP_025368897.1	WP_025368897.1	WP_025368897.1	WP_025368897.1	WP_053940220.1	*	WP_075433296.1	WP_158341297.1	WP_011053775.1	WP_158361387.1	*	*	*	*	*	*	WP_158337074.1	WP_158343483.1	WP_158362531.1	WP_158354802.1	WP_158355964.1	WP_158356533.1	WP_158357585.1	WP_158359351.1	WP_158360557.1	WP_158364345.1	WP_158338314.1	WP_158365651.1	WP_158366556.1	WP_158368682.1	WP_158339444.1	WP_158340014.1	WP_158340584.1	*	WP_158346292.1	WP_158347544.1	WP_163119206.1	WP_158346292.1	WP_158360557.1	*	*	*	*	*	*	*	*	*	*	*	*	*	*
42	42	0.089	WP_011054061.1	*	WP_010896171.1	WP_014498796.1	WP_009874528.1	*	WP_009874528.1	WP_014498796.1	WP_014498796.1	WP_014498796.1	WP_014498796.1	*	WP_014499705.1	WP_014500242.1	WP_025369192.1	WP_025369192.1	WP_025369192.1	WP_025369192.1	WP_053940489.1	*	WP_075433573.1	WP_158341020.1	WP_011054061.1	WP_158361025.1	*	*	*	*	*	*	WP_158337651.1	WP_158343988.1	WP_158363065.1	WP_158355360.1	WP_158356238.1	WP_158356813.1	WP_158358186.1	WP_158359997.1	WP_158360838.1	WP_158364919.1	WP_158338896.1	WP_158365969.1	WP_158367163.1	WP_158369220.1	WP_158339729.1	WP_158340303.1	WP_158340876.1	*	WP_158345799.1	WP_158348087.1	WP_163119709.1	WP_158345799.1	WP_158360838.1	*	*	*	*	*	*	*	*	*	*	*	*	*	*
42	42	0.0846	WP_011053570.1	*	WP_010895910.1	WP_010895910.1	WP_009873992.1	*	WP_009873992.1	WP_010895910.1	WP_010895910.1	WP_010895910.1	WP_010895910.1	*	WP_014499205.1	WP_014499770.1	WP_025368693.1	WP_025368693.1	WP_025368693.1	WP_025368693.1	WP_053940026.1	*	WP_075433107.1	WP_158341497.1	WP_011053570.1	WP_158360972.1	*	*	*	*	*	*	WP_158336839.1	WP_158343097.1	WP_158362158.1	WP_158354404.1	WP_158355775.1	WP_158356337.1	WP_158357177.1	WP_158358913.1	WP_158360357.1	WP_158363930.1	WP_158337917.1	WP_158365436.1	WP_158366235.1	WP_158368275.1	WP_158339217.1	WP_158339811.1	WP_158340385.1	*	WP_158345895.1	WP_158348202.1	WP_163118866.1	WP_158345895.1	WP_158360357.1	*	*	*	*	*	*	*	*	*	*	*	*	*	*
42	42	0.0327	WP_011053989.1	*	WP_010896144.1	WP_010896144.1	WP_012619391.1	*	WP_012619391.1	WP_010896144.1	WP_010896144.1	WP_010896144.1	WP_010896144.1	*	WP_014499630.1	WP_014500171.1	WP_025369119.1	WP_025369119.1	WP_025369119.1	WP_025369119.1	WP_053940419.1	*	WP_075433504.1	WP_158341088.1	WP_011053989.1	WP_158361096.1	*	*	*	*	*	*	WP_158337501.1	WP_158343842.1	WP_158362930.1	WP_158355220.1	WP_158356166.1	WP_158356745.1	WP_158358034.1	WP_158359831.1	WP_158360766.1	WP_158364774.1	WP_158338747.1	WP_158365870.1	WP_158366983.1	WP_158369085.1	WP_158339660.1	WP_158340230.1	WP_158340804.1	*	WP_158346703.1	WP_158347958.1	WP_163119563.1	WP_158346703.1	WP_158360766.1	*	*	*	*	*	*	*	*	*	*	*	*	*	*
42	42	0.0162	WP_011053977.1	*	WP_009874435.1	WP_009874435.1	WP_009874435.1	*	WP_009874435.1	WP_009874435.1	WP_009874435.1	WP_009874435.1	WP_009874435.1	*	WP_014499618.1	WP_014500159.1	WP_025369106.1	WP_025369106.1	WP_025369106.1	WP_025369106.1	WP_053940407.1	*	WP_075433493.1	WP_158341099.1	WP_011053977.1	WP_158361108.1	*	*	*	*	*	*	WP_158337479.1	WP_158343821.1	WP_014499618.1	WP_158355200.1	WP_158356155.1	WP_158356733.1	WP_158358014.1	WP_158359809.1	WP_158360755.1	WP_158364752.1	WP_158338725.1	WP_158365858.1	WP_158366957.1	WP_158369062.1	WP_158339650.1	WP_158340218.1	WP_158340793.1	*	WP_158346681.1	WP_158347935.1	WP_163119535.1	WP_158346681.1	WP_158360755.1	*	*	*	*	*	*	*	*	*	*	*	*	*	*
42	42	0.00968	WP_011053614.1	*	WP_010895937.1	WP_009874038.1	WP_009874038.1	*	WP_009874038.1	WP_009874038.1	WP_009874038.1	WP_009874038.1	WP_009874038.1	*	WP_014499249.1	WP_014499811.1	WP_025368733.1	WP_025368733.1	WP_025368733.1	WP_025368733.1	WP_053940066.1	*	WP_075433147.1	WP_158341453.1	WP_011053614.1	WP_158360930.1	*	*	*	*	*	*	WP_158336884.1	WP_158343183.1	WP_158362249.1	WP_158354490.1	WP_158355817.1	WP_158356377.1	WP_158357271.1	WP_158359001.1	WP_158360400.1	WP_158364010.1	WP_158338005.1	WP_014499249.1	WP_158360400.1	WP_158360400.1	WP_158339286.1	WP_158339853.1	WP_158339286.1	*	WP_158345981.1	WP_158348285.1	WP_014499811.1	WP_158345981.1	WP_158360400.1	*	*	*	*	*	*	*	*	*	*	*	*	*	*
41	41	0.524	WP_011053571.1	*	WP_010895911.1	WP_009873994.1	WP_009873994.1	*	WP_009873994.1	WP_014499101.1	WP_009873994.1	WP_009873994.1	*	*	WP_014499206.1	WP_014499771.1	WP_025368694.1	WP_025368694.1	WP_025368694.1	WP_025368694.1	WP_053940027.1	*	WP_075433108.1	WP_158341496.1	WP_011053571.1	WP_158360971.1	*	*	*	*	*	*	WP_158336840.1	WP_158343098.1	WP_158362161.1	WP_158354406.1	WP_158355776.1	WP_158356338.1	WP_158357179.1	WP_158358915.1	WP_158360358.1	WP_158363932.1	WP_158337919.1	WP_158365438.1	WP_158366236.1	WP_158368278.1	WP_158339219.1	WP_158339812.1	WP_158340386.1	*	WP_158345897.1	WP_158348204.1	WP_163118868.1	WP_158345897.1	WP_158360358.1	*	*	*	*	*	*	*	*	*	*	*	*	*	*
41	41	0.226	WP_011053577.1	*	WP_009874000.1	WP_009874000.1	WP_009874000.1	*	WP_009874000.1	WP_009874000.1	WP_014498666.1	WP_009874000.1	*	*	WP_014499212.1	WP_014499777.1	WP_025368700.1	WP_025368700.1	WP_025368700.1	WP_025368700.1	WP_053940032.1	*	WP_075433114.1	WP_158341490.1	WP_011053577.1	WP_158360965.1	*	*	*	*	*	*	WP_158336846.1	WP_158343110.1	WP_158362175.1	WP_158354419.1	WP_158355782.1	WP_158356344.1	WP_158357194.1	WP_158358927.1	WP_158360364.1	WP_158363944.1	WP_158337931.1	WP_158365452.1	WP_158366242.1	WP_158368291.1	WP_158339237.1	WP_158339818.1	WP_158340392.1	*	WP_158345913.1	WP_158348216.1	WP_163118878.1	WP_158345913.1	WP_158360364.1	*	*	*	*	*	*	*	*	*	*	*	*	*	*
41	41	0.133	WP_011053982.1	*	WP_009874441.1	WP_009874441.1	WP_009874441.1	*	WP_009874441.1	WP_009874441.1	WP_009874441.1	WP_009874441.1	WP_009874441.1	*	WP_014499623.1	WP_044035068.1	WP_025369111.1	WP_025369111.1	WP_025369111.1	WP_025369111.1	WP_053940412.1	*	WP_075433498.1	*	WP_011053982.1	WP_158361103.1	*	*	*	*	*	*	WP_011053982.1	WP_158338733.1	WP_158362914.1	WP_158340798.1	WP_158356159.1	WP_158356738.1	WP_158338733.1	WP_158360095.1	WP_053940412.1	WP_158364762.1	WP_158338733.1	WP_158365863.1	WP_158366967.1	WP_158369072.1	WP_158338733.1	WP_158340223.1	WP_158340798.1	*	WP_158346691.1	WP_158347945.1	WP_163119545.1	WP_158346691.1	WP_053940412.1	*	*	*	*	*	*	*	*	*	*	*	*	*	*
41	41	0.123	WP_011053654.1	*	WP_009874083.1	WP_009874083.1	WP_009874083.1	*	WP_009874083.1	WP_009874083.1	WP_009874083.1	WP_009874083.1	WP_009874083.1	*	WP_014499288.1	WP_014499845.1	WP_025368772.1	WP_025368772.1	WP_025368772.1	WP_025368772.1	WP_053940102.1	*	WP_075433182.1	WP_158341414.1	WP_011053654.1	*	*	*	*	*	*	*	WP_158336926.1	WP_158343259.1	WP_158362316.1	WP_158340464.1	WP_158355852.1	WP_158356414.1	WP_014499288.1	WP_158359090.1	WP_158360439.1	WP_158364094.1	WP_158338077.1	WP_158365533.1	WP_158366316.1	WP_158368447.1	WP_158339326.1	WP_158339894.1	WP_158340464.1	*	WP_053940102.1	WP_158348362.1	WP_163118993.1	WP_053940102.1	WP_158360439.1	*	*	*	*	*	*	*	*	*	*	*	*	*	*
41	41	0.11	WP_011053681.1	*	WP_009874109.1	WP_009874109.1	WP_009874109.1	*	WP_009874109.1	WP_009874109.1	WP_009874109.1	WP_009874109.1	WP_009874109.1	*	WP_014499313.1	WP_014499869.1	WP_025368798.1	WP_025368798.1	WP_025368798.1	WP_025368798.1	WP_053940129.1	*	WP_075433205.1	WP_158341389.1	WP_011053681.1	WP_158361577.1	*	*	*	*	*	*	*	WP_158343307.1	WP_158362357.1	WP_158354622.1	WP_158355878.1	WP_158356440.1	WP_158357397.1	WP_158359150.1	WP_158360466.1	WP_158364146.1	WP_158338959.1	WP_158365558.1	WP_158366364.1	WP_158368497.1	WP_158339349.1	WP_158340335.1	WP_158340488.1	*	WP_158346107.1	WP_158348416.1	WP_163119045.1	WP_178919060.1	WP_158360466.1	*	*	*	*	*	*	*	*	*	*	*	*	*	*
41	41	0.0753	WP_011054010.1	*	WP_009874471.1	WP_009874471.1	WP_009874471.1	*	WP_009874471.1	WP_009874471.1	WP_009874471.1	WP_009874471.1	WP_009874471.1	*	WP_014499651.1	WP_014500192.1	WP_025369140.1	WP_025369140.1	WP_025369140.1	WP_025369140.1	WP_053940439.1	*	WP_075433525.1	*	WP_011054010.1	WP_158361075.1	*	*	*	*	*	*	WP_158337543.1	WP_158343883.1	WP_158362969.1	WP_158355252.1	WP_158356187.1	WP_158356766.1	WP_158358077.1	WP_158359874.1	WP_158360786.1	WP_158364816.1	WP_158338788.1	WP_158365891.1	WP_158367025.1	WP_158369122.1	WP_158339680.1	WP_158340250.1	WP_158340822.1	*	WP_158346743.1	WP_158347986.1	WP_163119614.1	WP_178919406.1	WP_158360786.1	*	*	*	*	*	*	*	*	*	*	*	*	*	*
41	41	0.0611	WP_011053737.1	*	WP_010896007.1	WP_009874170.1	WP_009874170.1	*	WP_009874170.1	WP_009874170.1	WP_009874170.1	WP_009874170.1	*	*	WP_014499370.1	WP_014499922.1	WP_025368856.1	WP_025368856.1	WP_025368856.1	WP_025368856.1	WP_053940180.1	*	WP_075433260.1	WP_158341334.1	WP_011053737.1	WP_158361458.1	*	*	*	*	*	*	WP_158337018.1	WP_158343411.1	WP_158362456.1	WP_158354724.1	WP_158355928.1	WP_158356493.1	WP_158357502.1	WP_158359262.1	WP_158360517.1	WP_158364268.1	WP_158338233.1	WP_158365611.1	WP_158366470.1	WP_158368608.1	WP_158339403.1	WP_158339974.1	WP_158340544.1	*	WP_158346218.1	WP_158347463.1	WP_163119129.1	WP_178919110.1	WP_158360517.1	*	*	*	*	*	*	*	*	*	*	*	*	*	*
41	41	0.0379	WP_011054062.1	*	WP_010896172.1	WP_010896172.1	WP_009874529.1	*	WP_009874529.1	WP_010896172.1	WP_010896172.1	WP_010896172.1	*	*	WP_014499706.1	WP_014500243.1	WP_025369193.1	WP_025369193.1	WP_025369193.1	WP_025369193.1	WP_053940490.1	*	WP_075433574.1	WP_158341019.1	WP_011054062.1	WP_158361024.1	*	*	*	*	*	*	WP_158337653.1	WP_158343990.1	WP_158363067.1	WP_158355362.1	WP_158356239.1	WP_158356814.1	WP_158358188.1	WP_158359999.1	WP_158360839.1	WP_158364921.1	WP_158338899.1	WP_158365971.1	WP_158367166.1	WP_158369221.1	WP_158339730.1	WP_158340304.1	WP_158340877.1	*	WP_158345801.1	WP_158348089.1	WP_163119711.1	WP_158345801.1	WP_180818841.1	*	*	*	*	*	*	*	*	*	*	*	*	*	*
41	41	0.0321	WP_044006070.1	*	WP_009873970.1	WP_009873970.1	WP_009873970.1	*	WP_009873970.1	WP_009873970.1	WP_009873970.1	WP_009873970.1	WP_009873970.1	*	WP_014499183.1	WP_014499748.1	WP_025368672.1	WP_025368672.1	WP_025368672.1	WP_025368672.1	WP_053940514.1	*	WP_075433083.1	WP_158341521.1	WP_044006070.1	WP_158360994.1	*	*	*	*	*	*	WP_158337702.1	*	WP_158362109.1	WP_158354364.1	WP_158355754.1	WP_158356316.1	WP_158357134.1	WP_158358867.1	WP_158360862.1	WP_158363887.1	WP_158337871.1	WP_158365391.1	WP_158367239.1	WP_158369266.1	WP_158339175.1	WP_158340330.1	WP_158340364.1	*	WP_158346846.1	WP_158348156.1	WP_163118825.1	WP_158346846.1	WP_158360862.1	*	*	*	*	*	*	*	*	*	*	*	*	*	*
41	41	0.0192	WP_011054007.1	*	WP_009874468.1	WP_009874468.1	WP_009874468.1	*	WP_009874468.1	WP_009874468.1	WP_009874468.1	WP_009874468.1	WP_009874468.1	*	WP_014499648.1	WP_014500189.1	WP_025369137.1	WP_025369137.1	WP_025369137.1	WP_025369137.1	WP_053940436.1	*	WP_075433522.1	*	WP_011054007.1	WP_158361078.1	*	*	*	*	*	*	WP_158337537.1	WP_158343877.1	WP_158362963.1	WP_158355248.1	WP_158356184.1	WP_158356763.1	WP_158358071.1	WP_158359866.1	WP_158360783.1	WP_158364810.1	WP_158338783.1	WP_158365888.1	WP_158367019.1	WP_158369116.1	WP_158339677.1	WP_158340247.1	WP_158340819.1	*	WP_158346737.1	WP_158347981.1	WP_163119603.1	WP_158346737.1	WP_158360783.1	*	*	*	*	*	*	*	*	*	*	*	*	*	*
