# Species	Genes	Alg.-Conn.	GCF_000007365.1_ASM736v1_protein.faa	GCF_000007725.1_ASM772v1_protein.faa	GCF_000009605.1_ASM960v1_protein.faa	GCF_000021065.1_ASM2106v1_protein.faa	GCF_000021085.1_ASM2108v1_protein.faa	GCF_000090965.1_ASM9096v1_protein.faa	GCF_000174075.1_ASM17407v1_protein.faa	GCF_000183225.1_ASM18322v1_protein.faa	GCF_000183245.1_ASM18324v1_protein.faa	GCF_000183285.1_ASM18328v1_protein.faa	GCF_000183305.1_ASM18330v1_protein.faa	GCF_000217635.1_ASM21763v1_protein.faa	GCF_000225445.1_ASM22544v1_protein.faa	GCF_000225465.1_ASM22546v1_protein.faa	GCF_000521525.1_ASM52152v1_protein.faa	GCF_000521545.1_ASM52154v1_protein.faa	GCF_000521565.1_ASM52156v1_protein.faa	GCF_000521585.1_ASM52158v1_protein.faa	GCF_001280225.1_ASM128022v1_protein.faa	GCF_001648115.1_ASM164811v1_protein.faa	GCF_001700895.1_ASM170089v1_protein.faa	GCF_003096055.1_ASM309605v1_protein.faa	GCF_003099975.1_ASM309997v1_protein.faa	GCF_003671935.1_ASM367193v1_protein.faa	GCF_005080705.1_ASM508070v1_protein.faa	GCF_005080725.1_ASM508072v1_protein.faa	GCF_005080745.1_ASM508074v1_protein.faa	GCF_005080765.1_ASM508076v1_protein.faa	GCF_005080785.1_ASM508078v1_protein.faa	GCF_005080825.1_ASM508082v1_protein.faa	GCF_005080845.1_ASM508084v1_protein.faa	GCF_005080865.1_ASM508086v1_protein.faa	GCF_005080885.1_ASM508088v1_protein.faa	GCF_005080965.1_ASM508096v1_protein.faa	GCF_005081185.1_ASM508118v1_protein.faa	GCF_005081445.1_ASM508144v1_protein.faa	GCF_005081705.1_ASM508170v1_protein.faa	GCF_005081945.1_ASM508194v1_protein.faa	GCF_005082145.1_ASM508214v1_protein.faa	GCF_005082365.1_ASM508236v1_protein.faa	GCF_005082585.1_ASM508258v1_protein.faa	GCF_005082825.1_ASM508282v1_protein.faa	GCF_005083105.1_ASM508310v1_protein.faa	GCF_005083345.1_ASM508334v1_protein.faa	GCF_005083565.1_ASM508356v1_protein.faa	GCF_005083845.1_ASM508384v1_protein.faa	GCF_005237295.1_ASM523729v1_protein.faa	GCF_006741185.1_BucNmo_1.0_protein.faa	GCF_009068925.1_ASM906892v1_protein.faa	GCF_009069125.1_ASM906912v1_protein.faa	GCF_011035165.1_ASM1103516v1_protein.faa	GCF_013394915.1_ASM1339491v1_protein.faa	GCF_013487785.1_ASM1348778v1_protein.faa	GCF_900016785.1_BTsPazieg1.0_protein.faa	GCF_900128595.1_BCipseudotaxifoliae_v1.0_protein.faa	GCF_900128725.1_BCifornacula_v1.0_protein.faa	GCF_900128735.1_BCiconfinis_v1.0_protein.faa	GCF_900560745.1_BuCistrobi3249_v2.0_protein.faa	GCF_900698845.1_BuCisplendens_pseudotsugae_v1.0_protein.faa	GCF_900698865.1_BuCicuneomaculata_v1.0_protein.faa	GCF_900698895.1_BuCicurtihirsuta_v1.0_protein.faa	GCF_900698905.1_BuCikochiana_v1.0_protein.faa	GCF_900698915.1_BuCicurvipes_v1.0_protein.faa	GCF_900698945.1_BuCilaricifoliae_v1.0_protein.faa	GCF_900698975.1_BuCisplendens_Palmer_v1.0_protein.faa	GCF_900699025.1_BuCipseudotaxifoliae_v2.0_protein.faa	GCF_900699035.1_BuCipiceae_v1.0_protein.faa
67	67	0.577	WP_011054004.1	WP_011091564.1	WP_009874465.1	WP_009874465.1	WP_009874465.1	WP_011672704.1	WP_009874465.1	WP_009874465.1	WP_009874465.1	WP_009874465.1	WP_009874465.1	WP_013878097.1	WP_014499645.1	WP_014500186.1	WP_025369134.1	WP_025369134.1	WP_025369134.1	WP_025369134.1	WP_053940433.1	WP_075474340.1	WP_075433519.1	WP_158341074.1	WP_011054004.1	WP_158361081.1	WP_158349592.1	WP_158350819.1	WP_158336683.1	WP_158342026.1	WP_158352025.1	WP_158353921.1	WP_158337531.1	WP_158343871.1	WP_158362957.1	WP_158355242.1	WP_158356181.1	WP_158356760.1	WP_158358065.1	WP_158359858.1	WP_158360780.1	WP_158364804.1	WP_158338777.1	WP_158365885.1	WP_158367013.1	WP_158369110.1	WP_158339674.1	WP_158340244.1	WP_158340816.1	WP_158345149.1	WP_158346731.1	WP_158347978.1	WP_163119599.1	WP_158346731.1	WP_158360780.1	WP_075472865.1	WP_075474889.1	WP_075434122.1	WP_075432245.1	WP_158349199.1	WP_154060920.1	WP_154027649.1	WP_154061285.1	WP_154028810.1	WP_154029373.1	WP_154061657.1	WP_154049006.1	WP_075474889.1	WP_154049382.1
67	67	0.536	WP_011054061.1	WP_011091626.1	WP_010896171.1	WP_014498796.1	WP_009874528.1	WP_011672745.1	WP_009874528.1	WP_014498796.1	WP_014498796.1	WP_014498796.1	WP_014498796.1	WP_013878081.1	WP_014499705.1	WP_014500242.1	WP_025369192.1	WP_025369192.1	WP_025369192.1	WP_025369192.1	WP_053940489.1	WP_075474399.1	WP_075433573.1	WP_158341020.1	WP_011054061.1	WP_158361025.1	WP_158349680.1	WP_158350918.1	WP_158336741.1	WP_158342122.1	WP_158352122.1	WP_158353844.1	WP_158337651.1	WP_158343988.1	WP_158363065.1	WP_158355360.1	WP_158356238.1	WP_158356813.1	WP_158358186.1	WP_158359997.1	WP_158360838.1	WP_158364919.1	WP_158338896.1	WP_158365969.1	WP_158367163.1	WP_158369220.1	WP_158339729.1	WP_158340303.1	WP_158340876.1	WP_158345235.1	WP_158345799.1	WP_158348087.1	WP_163119709.1	WP_158345799.1	WP_158360838.1	WP_075472945.1	WP_075475039.1	WP_075434181.1	WP_075432340.1	WP_158349239.1	WP_154060958.1	WP_154027729.1	WP_154061322.1	WP_154028890.1	WP_154029412.1	WP_154061716.1	WP_154049047.1	WP_075475039.1	WP_154049421.1
67	67	0.536	WP_009874442.1	WP_011091543.1	WP_009874442.1	WP_009874442.1	WP_009874442.1	WP_011672684.1	WP_009874442.1	WP_009874442.1	WP_009874442.1	WP_009874442.1	WP_009874442.1	WP_013878025.1	WP_009874442.1	WP_013878025.1	WP_025369112.1	WP_025369112.1	WP_025369112.1	WP_025369112.1	WP_009874442.1	WP_075474322.1	WP_011091543.1	WP_009874442.1	WP_009874442.1	WP_009874442.1	WP_158349571.1	WP_158349571.1	WP_011091543.1	WP_158341984.1	WP_158349571.1	WP_158353696.1	WP_009874442.1	WP_009874442.1	WP_158362916.1	WP_009874442.1	WP_009874442.1	WP_025369112.1	WP_025369112.1	WP_025369112.1	WP_009874442.1	WP_025369112.1	WP_009874442.1	WP_009874442.1	WP_158366969.1	WP_009874442.1	WP_025369112.1	WP_011091543.1	WP_009874442.1	WP_158345111.1	WP_009874442.1	WP_009874442.1	WP_013878025.1	WP_009874442.1	WP_009874442.1	WP_009874442.1	WP_025369112.1	WP_025369112.1	WP_013878025.1	WP_158349180.1	WP_025369112.1	WP_025369112.1	WP_025369112.1	WP_025369112.1	WP_025369112.1	WP_025369112.1	WP_025369112.1	WP_025369112.1	WP_025369112.1
67	67	0.463	WP_011054010.1	WP_011091570.1	WP_009874471.1	WP_009874471.1	WP_009874471.1	WP_011672710.1	WP_009874471.1	WP_009874471.1	WP_009874471.1	WP_009874471.1	WP_009874471.1	WP_013878050.1	WP_014499651.1	WP_014500192.1	WP_025369140.1	WP_025369140.1	WP_025369140.1	WP_025369140.1	WP_053940439.1	WP_075474346.1	WP_075433525.1	WP_158341068.1	WP_011054010.1	WP_158361075.1	WP_158349603.1	WP_158350832.1	WP_158336688.1	WP_158342037.1	WP_158352038.1	WP_158353748.1	WP_158337543.1	WP_158343883.1	WP_158362969.1	WP_158355252.1	WP_158356187.1	WP_158356766.1	WP_158358077.1	WP_158359874.1	WP_158360786.1	WP_158364816.1	WP_158338788.1	WP_158365891.1	WP_158367025.1	WP_158369122.1	WP_158339680.1	WP_158340250.1	WP_158340822.1	WP_158345161.1	WP_158346743.1	WP_158347986.1	WP_163119614.1	WP_178919406.1	WP_158360786.1	WP_075472878.1	WP_075474901.1	WP_075434131.1	WP_075432257.1	WP_158349205.1	WP_154060926.1	WP_154027661.1	WP_154061291.1	WP_154028822.1	WP_154029379.1	WP_154061663.1	WP_154049012.1	WP_075474901.1	WP_154049388.1
67	67	0.398	WP_011053997.1	WP_044010575.1	WP_009874458.1	WP_009874458.1	WP_009874458.1	WP_011672697.1	WP_009874458.1	WP_009874458.1	WP_009874458.1	WP_009874458.1	WP_009874458.1	WP_013878037.1	WP_014499638.1	WP_014500179.1	WP_025369127.1	WP_025369127.1	WP_025369127.1	WP_025369127.1	WP_053940426.1	WP_075474334.1	WP_075433512.1	WP_158341080.1	WP_011053997.1	WP_158361088.1	WP_158349585.1	WP_158350804.1	WP_158336676.1	WP_158342012.1	WP_158352013.1	WP_158353723.1	WP_158337517.1	WP_158343857.1	WP_158363130.1	WP_158355231.1	WP_158356174.1	WP_158356753.1	WP_158358051.1	WP_158359847.1	WP_158360773.1	WP_158364790.1	WP_158338763.1	WP_158365878.1	WP_158366998.1	WP_158369099.1	WP_158339667.1	WP_158340237.1	WP_158340810.1	WP_158345136.1	WP_158346716.1	WP_158347971.1	WP_163119581.1	WP_158346716.1	WP_158360773.1	WP_075472851.1	WP_075474876.1	WP_075434108.1	WP_075432237.1	WP_158349192.1	WP_154060915.1	WP_154027635.1	WP_154061278.1	WP_154028796.1	WP_154029366.1	WP_154061650.1	WP_154049000.1	WP_075474876.1	WP_154049375.1
67	67	0.0931	WP_011054018.1	WP_011091578.1	WP_009874479.1	WP_009874479.1	WP_009874479.1	WP_011672718.1	WP_009874479.1	WP_009874479.1	WP_009874479.1	WP_009874479.1	WP_009874479.1	WP_013878058.1	WP_014499658.1	WP_014500199.1	WP_025369147.1	WP_025369147.1	WP_025369147.1	WP_025369147.1	WP_053940447.1	WP_075474354.1	WP_075433532.1	WP_158341060.1	WP_011054018.1	WP_158361067.1	WP_158349617.1	WP_158350849.1	WP_158336696.1	WP_158342053.1	WP_158352054.1	WP_158353762.1	WP_158337558.1	WP_158343898.1	WP_158362983.1	WP_158355267.1	WP_158356194.1	WP_158356773.1	WP_158358091.1	WP_158359889.1	WP_158360793.1	WP_158364831.1	WP_158338804.1	WP_158365898.1	WP_158367041.1	WP_158369136.1	WP_158339687.1	WP_158340257.1	WP_158340829.1	WP_158345175.1	WP_158346757.1	WP_158348000.1	WP_163119627.1	WP_158346757.1	WP_158360793.1	WP_075472894.1	WP_075474917.1	WP_075434143.1	WP_075432279.1	WP_158349213.1	WP_154049020.1	WP_154027677.1	WP_154061299.1	WP_154028838.1	WP_154029387.1	WP_154061671.1	WP_154049020.1	WP_075474917.1	WP_154049396.1
67	67	0.0795	WP_011054011.1	WP_011091571.1	WP_009874472.1	WP_009874472.1	WP_009874472.1	WP_011672711.1	WP_009874472.1	WP_009874472.1	WP_009874472.1	WP_009874472.1	WP_009874472.1	WP_013878051.1	WP_014499652.1	WP_014500193.1	WP_025369141.1	WP_025369141.1	WP_025369141.1	WP_025369141.1	WP_053940440.1	WP_075474347.1	WP_075433526.1	WP_158341067.1	WP_011054011.1	WP_158361074.1	WP_158349605.1	WP_158350834.1	WP_158336689.1	WP_158342039.1	WP_158352040.1	WP_158353750.1	WP_158337545.1	WP_158343885.1	WP_158362971.1	WP_158355254.1	WP_158356188.1	WP_158356767.1	WP_158358079.1	WP_158359876.1	WP_158360787.1	WP_158364819.1	WP_158338790.1	WP_158365892.1	WP_158367028.1	WP_158369124.1	WP_158339681.1	WP_158340251.1	WP_158340823.1	WP_158345163.1	WP_158346745.1	WP_158347988.1	WP_163119617.1	WP_158346745.1	WP_158360787.1	WP_075472880.1	WP_075474903.1	WP_075434133.1	WP_075432260.1	WP_158349206.1	WP_154060927.1	WP_154027663.1	WP_154061292.1	WP_154028824.1	WP_154029380.1	WP_154061664.1	WP_154049013.1	WP_075474903.1	WP_154049389.1
67	67	0.0538	WP_011053551.1	WP_011091158.1	WP_009873975.1	WP_009873975.1	WP_009873975.1	WP_011672410.1	WP_009873975.1	WP_009873975.1	WP_009873975.1	WP_009873975.1	WP_009873975.1	WP_013877742.1	WP_009873975.1	WP_014499753.1	WP_025368677.1	WP_025368677.1	WP_025368677.1	WP_025368677.1	WP_053940008.1	WP_075473731.1	WP_075433088.1	WP_158341516.1	WP_011053551.1	WP_009873975.1	WP_158349291.1	WP_158350215.1	WP_158336237.1	WP_158341565.1	WP_158351493.1	WP_158353009.1	WP_009873975.1	WP_158343066.1	WP_158362120.1	WP_025368677.1	WP_025368677.1	WP_158356321.1	WP_009873975.1	WP_025368677.1	WP_158360339.1	WP_158337881.1	WP_158337881.1	WP_158337881.1	WP_158366216.1	WP_158339793.1	WP_011053551.1	WP_158339793.1	WP_025368677.1	WP_158344461.1	WP_158345867.1	WP_158348166.1	WP_163118831.1	WP_158345867.1	WP_158360339.1	WP_075472247.1	WP_075474448.1	WP_075433633.1	WP_075431625.1	WP_158348884.1	WP_154060634.1	WP_154026949.1	WP_154049088.1	WP_154028210.1	WP_154029076.1	WP_154061363.1	WP_154048715.1	WP_075474448.1	WP_154049088.1
67	67	0.0316	WP_011053993.1	WP_011091553.1	WP_009874454.1	WP_009874454.1	WP_009874454.1	WP_011672693.1	WP_009874454.1	WP_009874454.1	WP_009874454.1	WP_009874454.1	WP_009874454.1	WP_013878033.1	WP_014499634.1	WP_014500175.1	WP_025369123.1	WP_025369123.1	WP_025369123.1	WP_025369123.1	WP_071880116.1	WP_075474331.1	WP_075433508.1	WP_158341084.1	WP_011053993.1	WP_158361092.1	WP_158349581.1	WP_158350798.1	WP_158336672.1	WP_158342004.1	WP_158352005.1	WP_158353715.1	WP_158337509.1	WP_158343850.1	WP_158362938.1	WP_014499634.1	WP_158356170.1	WP_158356749.1	WP_158358043.1	WP_158359839.1	WP_158360769.1	WP_158364782.1	WP_158338755.1	WP_158365874.1	WP_071880116.1	WP_071880116.1	WP_014499634.1	WP_158340233.1	WP_014499634.1	WP_158345127.1	WP_158340233.1	WP_071880116.1	WP_014500175.1	WP_158340233.1	WP_158360769.1	WP_075472843.1	WP_075474868.1	WP_075434101.1	WP_075432140.1	WP_158349188.1	WP_075474868.1	WP_154027627.1	WP_154029362.1	WP_154027627.1	WP_154029362.1	WP_154027627.1	WP_154048996.1	WP_075474868.1	WP_154049371.1
67	67	0.0277	WP_011054001.1	WP_011091561.1	WP_009874462.1	WP_009874462.1	WP_009874462.1	WP_011672701.1	WP_009874462.1	WP_009874462.1	WP_009874462.1	WP_009874462.1	WP_009874462.1	WP_013878041.1	WP_014499642.1	WP_014500183.1	WP_025369131.1	WP_025369131.1	WP_025369131.1	WP_025369131.1	WP_053940430.1	WP_075474337.1	WP_075433516.1	WP_158341077.1	WP_011054001.1	WP_158361084.1	WP_158349589.1	WP_158350812.1	WP_158336680.1	WP_158342020.1	WP_158352021.1	WP_158353732.1	WP_158337525.1	WP_158343864.1	WP_158362951.1	WP_158355238.1	WP_158356178.1	WP_158356757.1	WP_158358059.1	WP_158359851.1	WP_158360777.1	WP_158364798.1	WP_158338771.1	WP_158365882.1	WP_158367007.1	WP_158369105.1	WP_158339671.1	WP_158340241.1	WP_158340814.1	WP_158345144.1	WP_158346724.1	WP_158347975.1	WP_163119593.1	WP_158346724.1	WP_158360777.1	WP_075472859.1	WP_075474882.1	WP_075434116.1	WP_075432242.1	WP_158349196.1	WP_154049003.1	WP_154027643.1	WP_154061282.1	WP_154028804.1	WP_154029370.1	WP_154061654.1	WP_154049003.1	WP_075474882.1	WP_154049379.1
66	66	0.586	WP_011053681.1	WP_011091277.1	WP_009874109.1	WP_009874109.1	WP_009874109.1	WP_011672492.1	WP_009874109.1	WP_009874109.1	WP_009874109.1	WP_009874109.1	WP_009874109.1	WP_013877828.1	WP_014499313.1	WP_014499869.1	WP_025368798.1	WP_025368798.1	WP_025368798.1	WP_025368798.1	WP_053940129.1	WP_075473967.1	WP_075433205.1	WP_158341389.1	WP_011053681.1	WP_158361577.1	WP_158349380.1	WP_158350384.1	WP_158336377.1	WP_158341663.1	WP_158351642.1	WP_158353890.1	*	WP_158343307.1	WP_158362357.1	WP_158354622.1	WP_158355878.1	WP_158356440.1	WP_158357397.1	WP_158359150.1	WP_158360466.1	WP_158364146.1	WP_158338959.1	WP_158365558.1	WP_158366364.1	WP_158368497.1	WP_158339349.1	WP_158340335.1	WP_158340488.1	WP_158344667.1	WP_158346107.1	WP_158348416.1	WP_163119045.1	WP_178919060.1	WP_158360466.1	WP_075472420.1	WP_075474529.1	WP_075433713.1	WP_075431769.1	WP_158348992.1	WP_154060716.1	WP_154027207.1	WP_154061077.1	WP_154028384.1	WP_154029161.1	WP_154061449.1	WP_154048801.1	WP_075474529.1	WP_154049172.1
66	66	0.572	WP_011054017.1	WP_011091577.1	WP_009874478.1	WP_009874478.1	WP_009874478.1	WP_011672717.1	WP_009874478.1	WP_009874478.1	WP_009874478.1	WP_009874478.1	*	WP_013878057.1	WP_014499657.1	WP_014500198.1	WP_025369146.1	WP_025369146.1	WP_025369146.1	WP_025369146.1	WP_053940446.1	WP_075474353.1	WP_075433531.1	WP_158341061.1	WP_011054017.1	WP_158361068.1	WP_158349615.1	WP_158350847.1	WP_158336695.1	WP_158342051.1	WP_158352052.1	WP_158353760.1	WP_158337556.1	WP_158343896.1	WP_158362981.1	WP_158355265.1	WP_158356193.1	WP_158356772.1	WP_158358089.1	WP_158359886.1	WP_158360792.1	WP_158364829.1	WP_158338802.1	WP_158365897.1	WP_158367039.1	WP_158369134.1	WP_158339686.1	WP_158340256.1	WP_158340828.1	WP_158345173.1	WP_158346755.1	WP_158347998.1	WP_163119625.1	WP_178919408.1	WP_158360792.1	WP_075472892.1	WP_075474915.1	WP_075434142.1	WP_075432276.1	WP_158349212.1	WP_154060932.1	WP_154027675.1	WP_154061298.1	WP_154028836.1	WP_154029386.1	WP_154061670.1	WP_154049019.1	WP_075474915.1	WP_154049395.1
66	66	0.561	WP_011054072.1	WP_011091638.1	WP_009874544.1	WP_009874544.1	WP_009874544.1	WP_011672751.1	WP_009874544.1	WP_009874544.1	WP_009874544.1	WP_009874544.1	*	WP_013878085.1	WP_014499719.1	WP_014500255.1	WP_025369207.1	WP_025369207.1	WP_025369207.1	WP_025369207.1	WP_053940503.1	WP_075474410.1	WP_075433587.1	WP_158341005.1	WP_011054072.1	WP_158337677.1	WP_158349696.1	WP_158350936.1	WP_158336751.1	WP_158342133.1	WP_158352133.1	WP_158353865.1	WP_158337677.1	WP_158344017.1	WP_158337677.1	WP_158338928.1	WP_158337677.1	WP_158356827.1	WP_158358214.1	WP_158360032.1	WP_053940503.1	WP_158364948.1	WP_158338928.1	WP_158337677.1	WP_158367206.1	WP_053940503.1	WP_158338928.1	WP_158340318.1	WP_158338928.1	WP_158345243.1	WP_053940503.1	WP_158348118.1	WP_163119735.1	WP_053940503.1	WP_053940503.1	WP_075472960.1	WP_075474976.1	WP_075434191.1	WP_075432352.1	WP_158349245.1	WP_154060963.1	WP_154027741.1	WP_154061328.1	WP_154028901.1	WP_154029418.1	WP_154061733.1	WP_154049052.1	WP_075474976.1	WP_154049427.1
66	66	0.476	WP_011053910.1	WP_011091485.1	WP_009874362.1	WP_009874362.1	WP_009874362.1	WP_011672641.1	WP_009874362.1	WP_009874362.1	WP_009874362.1	WP_009874362.1	WP_009874362.1	WP_013877985.1	WP_014499548.1	WP_014500094.1	WP_025369034.1	WP_025369034.1	WP_025369034.1	WP_025369034.1	WP_053940344.1	WP_075474258.1	WP_075433429.1	WP_158341163.1	WP_011053910.1	WP_011053910.1	WP_158349530.1	WP_158350699.1	WP_158336589.1	WP_158341883.1	WP_158351910.1	WP_158353575.1	WP_011053910.1	WP_158343721.1	WP_158362785.1	WP_158355066.1	WP_158356098.1	WP_158356665.1	WP_158357862.1	WP_158359647.1	WP_158360689.1	WP_158364622.1	WP_158338975.1	WP_158365791.1	WP_158366826.1	WP_158368926.1	WP_158339582.1	WP_158340151.1	WP_158340723.1	WP_158345282.1	WP_158346546.1	WP_158347805.1	WP_163119419.1	WP_158346546.1	WP_158360689.1	WP_075472733.1	WP_075475019.1	*	WP_075432043.1	WP_158349138.1	WP_154060862.1	WP_154027520.1	WP_154061225.1	WP_154028684.1	WP_154029313.1	WP_154061596.1	WP_154048945.1	WP_075475019.1	WP_154049321.1
66	66	0.0558	WP_011054008.1	WP_011091568.1	WP_010896147.1	WP_010896147.1	WP_009874469.1	WP_011672708.1	WP_009874469.1	WP_014499169.1	WP_010896147.1	WP_014498949.1	*	WP_013878048.1	WP_014499649.1	WP_014500190.1	WP_025369138.1	WP_025369138.1	WP_025369138.1	WP_025369138.1	WP_053940437.1	WP_075474344.1	WP_075433523.1	WP_158341070.1	WP_011054008.1	WP_158361077.1	WP_158349599.1	WP_158350827.1	WP_158336686.1	WP_158342033.1	WP_158352033.1	WP_158353744.1	WP_158337539.1	WP_158343879.1	WP_158362965.1	WP_158355250.1	WP_158356185.1	WP_158356764.1	WP_158358073.1	WP_158359869.1	WP_158360784.1	WP_158364812.1	WP_158338785.1	WP_158365889.1	WP_158367021.1	WP_158369118.1	WP_158339678.1	WP_158340248.1	WP_158340820.1	WP_158345157.1	WP_158346739.1	WP_158347982.1	WP_163119605.1	WP_158346739.1	WP_158360784.1	WP_075472874.1	WP_075474897.1	WP_075434128.1	WP_075432253.1	WP_158349203.1	WP_154060924.1	WP_154027657.1	WP_154061289.1	WP_154028818.1	WP_154029377.1	WP_154061661.1	WP_154049010.1	WP_075474897.1	WP_154049386.1
66	66	0.0307	WP_011053683.1	WP_011091279.1	WP_009874111.1	WP_009874111.1	WP_009874111.1	WP_011672494.1	WP_009874111.1	WP_009874111.1	WP_009874111.1	WP_009874111.1	WP_009874111.1	*	WP_014499315.1	WP_014499871.1	WP_025368800.1	WP_025368800.1	WP_025368800.1	WP_025368800.1	WP_053940131.1	WP_075473972.1	WP_075433207.1	WP_158341387.1	WP_011053683.1	WP_158361699.1	WP_158349381.1	WP_158350388.1	WP_158336379.1	WP_158341665.1	WP_158351644.1	WP_158353230.1	WP_158337710.1	WP_158343312.1	WP_158362361.1	WP_158354626.1	WP_158355880.1	WP_158356442.1	WP_158357401.1	WP_158359154.1	WP_158360868.1	WP_158364150.1	WP_158338126.1	WP_158365560.1	WP_158367257.1	WP_158368501.1	WP_158339351.1	WP_158340336.1	WP_158340490.1	WP_158344671.1	WP_158346111.1	WP_158348547.1	WP_163119049.1	WP_158346111.1	WP_158360868.1	WP_075472424.1	WP_075474531.1	WP_075433715.1	WP_075431773.1	WP_158348994.1	WP_154060718.1	WP_154027213.1	WP_154061079.1	WP_154028388.1	WP_154029163.1	WP_154061451.1	WP_154048803.1	WP_075474531.1	WP_154049174.1
66	66	0.0067	WP_011053655.1	WP_011091257.1	WP_010895962.1	WP_010895962.1	WP_009874084.1	WP_011672477.1	WP_009874084.1	WP_010895962.1	WP_010895962.1	WP_010895962.1	WP_010895962.1	WP_013877811.1	WP_014499289.1	WP_014499846.1	WP_025368773.1	WP_025368773.1	WP_025368773.1	WP_025368773.1	WP_053940103.1	WP_075473932.1	WP_075433183.1	WP_158341413.1	WP_011053655.1	WP_158360893.1	WP_158349365.1	WP_158350350.1	WP_158336346.1	*	WP_158351611.1	WP_158353189.1	WP_158336927.1	WP_158343261.1	WP_158362318.1	WP_158354574.1	WP_158355853.1	WP_158356415.1	WP_158357350.1	WP_158359092.1	WP_158360440.1	WP_158364096.1	WP_158338079.1	WP_158365534.1	WP_158366317.1	WP_158368449.1	WP_158339327.1	WP_158339895.1	WP_158340465.1	WP_158344631.1	WP_158346057.1	WP_158348364.1	WP_163118994.1	WP_158346057.1	WP_158360440.1	WP_075472385.1	WP_075474519.1	WP_075433702.1	WP_075431738.1	WP_158348978.1	WP_154060703.1	WP_154027167.1	WP_154061064.1	WP_154028355.1	WP_154029148.1	WP_154061434.1	WP_154048789.1	WP_075474519.1	WP_154049158.1
66	66	0.00357	WP_011053571.1	WP_011091178.1	WP_010895911.1	WP_009873994.1	WP_009873994.1	WP_011672422.1	WP_009873994.1	WP_014499101.1	WP_009873994.1	WP_009873994.1	*	WP_041750149.1	WP_014499206.1	WP_014499771.1	WP_025368694.1	WP_025368694.1	WP_025368694.1	WP_025368694.1	WP_053940027.1	WP_075473772.1	WP_075433108.1	WP_158341496.1	WP_011053571.1	WP_158360971.1	WP_158349715.1	WP_158350241.1	WP_158336253.1	WP_158341580.1	WP_187306419.1	WP_158353043.1	WP_158336840.1	WP_158343098.1	WP_158362161.1	WP_158354406.1	WP_158355776.1	WP_158356338.1	WP_158357179.1	WP_158358915.1	WP_158360358.1	WP_158363932.1	WP_158337919.1	WP_158365438.1	WP_158366236.1	WP_158368278.1	WP_158339219.1	WP_158339812.1	WP_158340386.1	WP_158344490.1	WP_158345897.1	WP_158348204.1	WP_163118868.1	WP_158345897.1	WP_158360358.1	WP_075472266.1	WP_075474460.1	WP_075433644.1	WP_075431640.1	WP_158348894.1	WP_154060645.1	WP_154026982.1	WP_154061009.1	WP_154028233.1	WP_154029088.1	WP_154061374.1	WP_154048728.1	WP_075474460.1	WP_154049100.1
65	65	0.566	WP_011054016.1	WP_011091576.1	WP_009874477.1	WP_009874477.1	WP_009874477.1	WP_011672716.1	WP_009874477.1	WP_009874477.1	*	WP_014498950.1	*	WP_013878056.1	WP_014499656.1	WP_014500197.1	WP_025369145.1	WP_025369145.1	WP_025369145.1	WP_025369145.1	WP_053940445.1	WP_075474352.1	WP_075433530.1	WP_158341062.1	WP_011054016.1	WP_158361069.1	WP_158349613.1	WP_158350845.1	WP_158336694.1	WP_158342049.1	WP_158352050.1	WP_158353757.1	WP_158337554.1	WP_158343894.1	WP_158362979.1	WP_158355263.1	WP_158356192.1	WP_158356771.1	WP_158358087.1	WP_158359884.1	WP_158360791.1	WP_158364827.1	WP_158338800.1	WP_158365896.1	WP_158367037.1	WP_158369132.1	WP_158339685.1	WP_158340255.1	WP_158340827.1	WP_158345171.1	WP_158346752.1	WP_158347996.1	WP_163119623.1	WP_158346752.1	WP_158360791.1	WP_075472890.1	WP_075474913.1	WP_075434140.1	WP_075432275.1	WP_158349211.1	WP_154060931.1	WP_154027673.1	WP_154061297.1	WP_154028834.1	WP_154029385.1	WP_154061669.1	WP_154049018.1	WP_075474913.1	WP_154049394.1
65	65	0.0113	WP_011053614.1	WP_011091216.1	WP_010895937.1	WP_009874038.1	WP_009874038.1	WP_011672449.1	WP_009874038.1	WP_009874038.1	WP_009874038.1	WP_009874038.1	WP_009874038.1	WP_013877782.1	WP_014499249.1	WP_014499811.1	WP_025368733.1	WP_025368733.1	WP_025368733.1	WP_025368733.1	WP_053940066.1	WP_075473856.1	WP_075433147.1	WP_158341453.1	WP_011053614.1	WP_158360930.1	WP_158349336.1	WP_158350293.1	WP_158336295.1	WP_158341614.1	WP_158351566.1	*	WP_158336884.1	WP_158343183.1	WP_158362249.1	WP_158354490.1	WP_158355817.1	WP_158356377.1	WP_158357271.1	WP_158359001.1	WP_158360400.1	WP_158364010.1	WP_158338005.1	WP_014499249.1	WP_158360400.1	WP_158360400.1	WP_158339286.1	WP_158339853.1	WP_158339286.1	*	WP_158345981.1	WP_158348285.1	WP_014499811.1	WP_158345981.1	WP_158360400.1	WP_075472322.1	WP_075474490.1	WP_075433673.1	WP_075431687.1	WP_158348926.1	WP_154060676.1	WP_154027076.1	WP_154061038.1	WP_154028295.1	WP_154029119.1	WP_154061405.1	WP_154048760.1	WP_075474490.1	WP_154049131.1
